pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
46,Manitoba,Manitoba,14-06-2020,293,11,7,304,52650,289,95.07,38446,1,0.33,22.20,0.51,0,2.30,602,0,2.63,8,0.58,9,0.66,0,0.00
35,Ontario,Ontario,14-06-2020,32189,0,2519,32189,970926,26961,83.76,66655,197,0.62,220.98,17.29,12,7.83,22516,423,8.42,2709,18.60,4330,29.73,253,1.74
24,Quebec,Québec,14-06-2020,53952,0,5222,53952,520873,21742,40.30,61388,128,0.24,635.85,61.54,27,9.68,6005,461,50.02,26988,318.07,2893,34.10,581,6.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-06-2020,261,0,3,261,14592,256,98.08,27979,0,0.00,50.04,0.58,0,1.15,173,0,0.77,2,0.38,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,14-06-2020,157,0,2,157,33954,129,82.17,43709,0,0.00,20.21,0.26,0,1.27,195,3,16.56,26,3.35,25,3.22,2,0.26
12,Nova Scotia,Nouvelle-Écosse,14-06-2020,1061,0,62,1061,50066,996,93.87,51540,0,0.00,109.22,6.38,0,5.84,422,0,0.28,3,0.31,5,0.51,2,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,14-06-2020,27,0,0,27,8241,27,100.00,52508,0,0.00,17.20,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,14-06-2020,11,0,0,11,1235,11,100.00,30230,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,14-06-2020,5,0,0,5,2177,5,100.00,48566,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,14-06-2020,0,0,0,0,898,0,N/A,23156,0,0.00,0.00,0.00,0,,1,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,14-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,14-06-2020,98776,11,8146,98787,2152776,60272,61.01,57271,377,0.38,262.81,21.67,39,8.25,38852,918,30.74,30369,80.79,7840,20.86,851,2.26
59,British Columbia,Colombie-Britannique,15-06-2020,2745,0,168,2745,143524,2395,87.25,28301,36,1.33,54.13,3.31,0,6.12,191,41,6.63,182,3.59,148,2.92,3,0.06
48,Alberta,Alberta,15-06-2020,7453,0,151,7453,306887,6862,92.07,70205,20,0.27,170.50,3.45,1,2.03,2975,1,5.90,440,10.07,409,9.36,8,0.18
47,Saskatchewan,Saskatchewan,15-06-2020,683,0,13,683,50331,629,92.09,42855,18,2.71,58.15,1.11,0,1.90,488,1,6.00,41,3.49,37,3.15,2,0.17
46,Manitoba,Manitoba,15-06-2020,293,11,7,304,53342,292,96.05,38951,0,0.00,22.20,0.51,0,2.30,692,3,1.64,5,0.37,9,0.66,0,0.00
35,Ontario,Ontario,15-06-2020,32370,0,2527,32370,991966,27213,84.07,68099,181,0.56,222.22,17.35,8,7.81,21040,252,8.12,2630,18.06,4107,28.19,251,1.72
24,Quebec,Québec,15-06-2020,54054,0,5242,54054,524979,22213,41.09,61872,102,0.19,637.06,61.78,20,9.70,4106,471,49.21,26599,313.48,2700,31.82,581,6.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-06-2020,261,0,3,261,14694,257,98.47,28174,0,0.00,50.04,0.58,0,1.15,102,1,0.38,1,0.19,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,15-06-2020,160,0,2,160,34261,129,80.63,44104,3,1.91,20.60,0.26,0,1.25,307,0,18.13,29,3.73,28,3.60,2,0.26
12,Nova Scotia,Nouvelle-Écosse,15-06-2020,1061,0,62,1061,50313,996,93.87,51795,0,0.00,109.22,6.38,0,5.84,247,0,0.28,3,0.31,4,0.41,2,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,15-06-2020,27,0,0,27,8750,27,100.00,55751,0,0.00,17.20,0.00,0,0.00,509,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,15-06-2020,11,0,0,11,1235,11,100.00,30230,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,15-06-2020,5,0,0,5,2215,5,100.00,49413,0,0.00,11.15,0.00,0,0.00,38,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,15-06-2020,0,0,0,0,903,0,N/A,23285,0,0.00,0.00,0.00,0,,5,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,15-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,15-06-2020,99136,11,8175,99147,2183476,61042,61.57,58088,360,0.36,263.76,21.75,29,8.25,30700,770,30.19,29930,79.62,7442,19.80,849,2.26
59,British Columbia,Colombie-Britannique,16-06-2020,2756,0,168,2756,145243,2416,87.66,28640,11,0.40,54.34,3.31,0,6.10,1719,21,6.24,172,3.39,155,3.06,3,0.06
48,Alberta,Alberta,16-06-2020,7482,0,151,7482,312351,6882,91.98,71455,29,0.39,171.16,3.45,0,2.02,5464,20,6.00,449,10.27,425,9.72,8,0.18
47,Saskatchewan,Saskatchewan,16-06-2020,684,0,13,684,50728,631,92.25,43193,1,0.15,58.24,1.11,0,1.90,397,2,5.85,40,3.41,38,3.24,2,0.17
46,Manitoba,Manitoba,16-06-2020,293,11,7,304,53860,292,96.05,39329,0,0.00,22.20,0.51,0,2.30,518,0,1.64,5,0.37,7,0.51,0,0.00
35,Ontario,Ontario,16-06-2020,32554,0,2538,32554,1012980,27431,84.26,69542,184,0.57,223.48,17.42,11,7.80,21014,218,7.94,2585,17.75,3845,26.40,245,1.68
24,Quebec,Québec,16-06-2020,54146,0,5269,54146,528245,22350,41.28,62257,92,0.17,638.14,62.10,27,9.73,3266,137,48.99,26527,312.64,2553,30.09,556,6.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-06-2020,261,0,3,261,14902,257,98.47,28573,0,0.00,50.04,0.58,0,1.15,208,0,0.38,1,0.19,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,16-06-2020,163,0,2,163,34510,131,80.37,44424,3,1.88,20.98,0.26,0,1.23,249,2,18.40,30,3.86,30,3.86,2,0.26
12,Nova Scotia,Nouvelle-Écosse,16-06-2020,1061,0,62,1061,50516,997,93.97,52004,0,0.00,109.22,6.38,0,5.84,203,1,0.19,2,0.21,4,0.41,2,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,16-06-2020,27,0,0,27,8916,27,100.00,56809,0,0.00,17.20,0.00,0,0.00,166,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,16-06-2020,11,0,0,11,1243,11,100.00,30425,0,0.00,26.93,0.00,0,0.00,8,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,16-06-2020,5,0,0,5,2225,5,100.00,49636,0,0.00,11.15,0.00,0,0.00,10,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,16-06-2020,0,0,0,0,935,0,N/A,24110,0,0.00,0.00,0.00,0,,32,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,16-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,16-06-2020,99456,11,8213,99467,2216730,61443,61.77,58972,320,0.32,264.62,21.85,38,8.26,33254,401,29.97,29811,79.31,7057,18.77,818,2.18
59,British Columbia,Colombie-Britannique,17-06-2020,2775,0,168,2775,146712,2422,87.28,28930,19,0.69,54.72,3.31,0,6.05,1469,6,6.67,185,3.65,152,3.00,2,0.04
48,Alberta,Alberta,17-06-2020,7530,0,151,7530,318276,6893,91.54,72810,48,0.64,172.26,3.45,0,2.01,5925,11,6.45,486,11.12,454,10.39,6,0.14
47,Saskatchewan,Saskatchewan,17-06-2020,693,0,13,693,51127,633,91.34,43532,9,1.32,59.01,1.11,0,1.88,399,2,6.78,47,4.00,46,3.92,2,0.17
46,Manitoba,Manitoba,17-06-2020,295,11,7,306,54204,293,95.75,39580,2,0.66,22.34,0.51,0,2.29,344,1,1.96,6,0.44,8,0.58,0,0.00
35,Ontario,Ontario,17-06-2020,32744,0,2550,32744,1036393,27784,84.85,71149,190,0.58,224.79,17.51,12,7.79,23413,353,7.36,2410,16.54,3697,25.38,238,1.63
24,Quebec,Québec,17-06-2020,54263,0,5298,54263,533133,22549,41.56,62833,117,0.22,639.52,62.44,29,9.76,4888,199,48.68,26416,311.33,2379,28.04,504,5.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-06-2020,261,0,3,261,15091,257,98.47,28935,0,0.00,50.04,0.58,0,1.15,189,0,0.38,1,0.19,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,17-06-2020,164,0,2,164,34992,133,81.10,45045,1,0.61,21.11,0.26,0,1.22,482,2,17.68,29,3.73,29,3.73,2,0.26
12,Nova Scotia,Nouvelle-Écosse,17-06-2020,1061,0,62,1061,50893,997,93.97,52392,0,0.00,109.22,6.38,0,5.84,377,0,0.19,2,0.21,3,0.31,2,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,17-06-2020,27,0,0,27,9163,27,100.00,58383,0,0.00,17.20,0.00,0,0.00,247,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,17-06-2020,11,0,0,11,1245,11,100.00,30474,0,0.00,26.93,0.00,0,0.00,2,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,17-06-2020,5,0,0,5,2227,5,100.00,49681,0,0.00,11.15,0.00,0,0.00,2,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,17-06-2020,0,0,0,0,949,0,N/A,24471,0,0.00,0.00,0.00,0,,14,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,17-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,17-06-2020,99842,11,8254,99853,2254481,62017,62.11,59977,386,0.39,265.64,21.96,41,8.27,37751,574,29.63,29582,78.70,6768,18.01,756,2.01
59,British Columbia,Colombie-Britannique,18-06-2020,2783,0,168,2783,148500,2425,87.14,29282,8,0.29,54.88,3.31,0,6.04,1788,3,6.83,190,3.75,151,2.98,2,0.04
48,Alberta,Alberta,18-06-2020,7579,0,152,7579,324964,6938,91.54,74340,49,0.65,173.38,3.48,1,2.01,6688,45,6.45,489,11.19,488,11.16,6,0.14
47,Saskatchewan,Saskatchewan,18-06-2020,708,0,13,708,51644,636,89.83,43972,15,2.16,60.28,1.11,0,1.84,517,3,8.33,59,5.02,60,5.11,2,0.17
46,Manitoba,Manitoba,18-06-2020,297,11,7,308,54842,293,95.13,40046,2,0.65,22.49,0.51,0,2.27,638,0,2.60,8,0.58,10,0.73,0,0.00
35,Ontario,Ontario,18-06-2020,32917,0,2553,32917,1060845,28004,85.07,72827,173,0.53,225.98,17.53,3,7.76,24452,220,7.17,2360,16.20,3514,24.12,196,1.35
24,Quebec,Québec,18-06-2020,54383,0,5340,54383,538818,22754,41.84,63503,120,0.22,640.93,62.93,42,9.82,5685,205,48.34,26289,309.83,2240,26.40,455,5.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-06-2020,261,0,3,261,15303,258,98.85,29342,0,0.00,50.04,0.58,0,1.15,212,1,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,18-06-2020,164,0,2,164,35355,135,82.32,45512,0,0.00,21.11,0.26,0,1.22,363,2,16.46,27,3.48,28,3.60,1,0.13
12,Nova Scotia,Nouvelle-Écosse,18-06-2020,1061,0,62,1061,51358,997,93.97,52870,0,0.00,109.22,6.38,0,5.84,465,0,0.19,2,0.21,3,0.31,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,18-06-2020,27,0,0,27,9286,27,100.00,59166,0,0.00,17.20,0.00,0,0.00,123,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,18-06-2020,11,0,0,11,1250,11,100.00,30597,0,0.00,26.93,0.00,0,0.00,5,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,18-06-2020,5,0,0,5,2231,5,100.00,49770,0,0.00,11.15,0.00,0,0.00,4,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,18-06-2020,0,0,0,0,968,0,N/A,24961,0,0.00,0.00,0.00,0,,19,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,18-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,18-06-2020,100209,11,8300,100220,2295440,62496,62.36,61066,367,0.37,266.62,22.08,46,8.28,40959,479,29.36,29424,78.28,6494,17.28,663,1.76
59,British Columbia,Colombie-Britannique,19-06-2020,2790,0,168,2790,149929,2444,87.60,29564,7,0.25,55.02,3.31,0,6.02,1429,19,6.38,178,3.51,158,3.12,1,0.02
48,Alberta,Alberta,19-06-2020,7625,0,152,7625,332766,6961,91.29,76125,46,0.61,174.43,3.48,0,1.99,7802,23,6.71,512,11.71,527,12.06,6,0.14
47,Saskatchewan,Saskatchewan,19-06-2020,716,0,13,716,52278,636,88.83,44512,8,1.13,60.96,1.11,0,1.82,634,0,9.36,67,5.70,67,5.70,2,0.17
46,Manitoba,Manitoba,19-06-2020,300,11,7,311,55401,293,94.21,40454,3,0.97,22.71,0.51,0,2.25,559,0,3.54,11,0.80,11,0.80,0,0.00
35,Ontario,Ontario,19-06-2020,33095,0,2564,33095,1087179,28250,85.36,74635,178,0.54,227.20,17.60,11,7.75,26334,246,6.89,2281,15.66,3348,22.98,192,1.32
24,Quebec,Québec,19-06-2020,54550,0,5375,54550,545165,22972,42.11,64251,167,0.31,642.90,63.35,35,9.85,6347,218,48.03,26203,308.82,2152,25.36,440,5.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-06-2020,261,0,3,261,15539,258,98.85,29794,0,0.00,50.04,0.58,0,1.15,236,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,19-06-2020,164,0,2,164,35619,135,82.32,45852,0,0.00,21.11,0.26,0,1.22,264,0,16.46,27,3.48,28,3.60,1,0.13
12,Nova Scotia,Nouvelle-Écosse,19-06-2020,1061,0,62,1061,51658,998,94.06,53179,0,0.00,109.22,6.38,0,5.84,300,1,0.09,1,0.10,3,0.31,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,19-06-2020,27,0,0,27,9490,27,100.00,60466,0,0.00,17.20,0.00,0,0.00,204,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,19-06-2020,11,0,0,11,1250,11,100.00,30597,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,19-06-2020,5,0,0,5,2239,5,100.00,49949,0,0.00,11.15,0.00,0,0.00,8,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,19-06-2020,0,0,0,0,974,0,N/A,25116,0,0.00,0.00,0.00,0,,6,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,19-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,19-06-2020,100618,11,8346,100629,2339563,63003,62.61,62240,409,0.41,267.71,22.20,46,8.29,44123,507,29.10,29280,77.89,6294,16.74,643,1.71
59,British Columbia,Colombie-Britannique,20-06-2020,2790,0,168,2790,151626,2444,87.60,29899,0,0.00,55.02,3.31,0,6.02,1697,0,6.38,178,3.51,158,3.12,1,0.02
48,Alberta,Alberta,20-06-2020,7673,0,152,7673,339165,6996,91.18,77589,48,0.63,175.53,3.48,0,1.98,6399,35,6.84,525,12.01,535,12.24,6,0.14
47,Saskatchewan,Saskatchewan,20-06-2020,726,0,13,726,52798,639,88.02,44955,10,1.40,61.82,1.11,0,1.79,520,3,10.19,74,6.30,76,6.47,2,0.17
46,Manitoba,Manitoba,20-06-2020,302,11,7,313,56147,293,93.61,40999,2,0.64,22.86,0.51,0,2.24,746,0,4.15,13,0.95,13,0.95,0,0.00
35,Ontario,Ontario,20-06-2020,33301,0,2595,33301,1113671,28468,85.49,76454,206,0.62,228.61,17.81,31,7.79,26492,218,6.72,2238,15.36,3099,21.27,188,1.29
24,Quebec,Québec,20-06-2020,54674,0,5408,54674,551352,23201,42.44,64980,124,0.23,644.36,63.74,33,9.89,6187,229,47.67,26065,307.19,2050,24.16,438,5.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-06-2020,261,0,3,261,15700,258,98.85,30103,0,0.00,50.04,0.58,0,1.15,161,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,20-06-2020,164,0,2,164,36184,135,82.32,46579,0,0.00,21.11,0.26,0,1.22,565,0,16.46,27,3.48,28,3.60,1,0.13
12,Nova Scotia,Nouvelle-Écosse,20-06-2020,1061,0,62,1061,51943,998,94.06,53473,0,0.00,109.22,6.38,0,5.84,285,0,0.09,1,0.10,3,0.31,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,20-06-2020,27,0,0,27,9647,27,100.00,61467,0,0.00,17.20,0.00,0,0.00,157,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,20-06-2020,11,0,0,11,1250,11,100.00,30597,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,20-06-2020,5,0,0,5,2239,5,100.00,49949,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,20-06-2020,0,0,0,0,983,0,N/A,25348,0,0.00,0.00,0.00,0,,9,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,20-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,20-06-2020,101008,11,8410,101019,2382781,63488,62.85,63390,390,0.39,268.74,22.37,64,8.33,43218,485,28.83,29121,77.47,5962,15.86,637,1.69
59,British Columbia,Colombie-Britannique,21-06-2020,2790,0,168,2790,152568,2444,87.60,30084,0,0.00,55.02,3.31,0,6.02,942,0,6.38,178,3.51,158,3.12,1,0.02
48,Alberta,Alberta,21-06-2020,7704,0,152,7704,345952,7018,91.10,79141,31,0.40,176.24,3.48,0,1.97,6787,22,6.93,534,12.22,566,12.95,6,0.14
47,Saskatchewan,Saskatchewan,21-06-2020,746,0,13,746,53481,643,86.19,45537,20,2.75,63.52,1.11,0,1.74,683,4,12.06,90,7.66,96,8.17,2,0.17
46,Manitoba,Manitoba,21-06-2020,302,11,7,313,56847,293,93.61,41510,0,0.00,22.86,0.51,0,2.24,700,0,4.15,13,0.95,13,0.95,0,0.00
35,Ontario,Ontario,21-06-2020,33476,0,2606,33476,1136313,28719,85.79,78008,175,0.53,229.81,17.89,11,7.78,22642,251,6.43,2151,14.77,2859,19.63,180,1.24
24,Quebec,Québec,21-06-2020,54766,0,5417,54766,551352,23322,42.58,64980,92,0.17,645.45,63.84,9,9.89,0,121,47.52,26027,306.74,1917,22.59,439,5.17
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,21-06-2020,261,0,3,261,15960,258,98.85,30602,0,0.00,50.04,0.58,0,1.15,260,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,21-06-2020,164,0,2,164,36375,135,82.32,46825,0,0.00,21.11,0.26,0,1.22,191,0,16.46,27,3.48,27,3.48,1,0.13
12,Nova Scotia,Nouvelle-Écosse,21-06-2020,1061,0,62,1061,52229,998,94.06,53767,0,0.00,109.22,6.38,0,5.84,286,0,0.09,1,0.10,2,0.21,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,21-06-2020,27,0,0,27,9810,27,100.00,62505,0,0.00,17.20,0.00,0,0.00,163,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,21-06-2020,11,0,0,11,1250,11,100.00,30597,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,21-06-2020,5,0,0,5,2239,5,100.00,49949,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,21-06-2020,0,0,0,0,989,0,N/A,25503,0,0.00,0.00,0.00,0,,6,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,21-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,21-06-2020,101326,11,8430,101337,2415441,63886,63.04,64259,318,0.31,269.59,22.43,20,8.32,32660,398,28.64,29021,77.21,5638,15.00,630,1.68
59,British Columbia,Colombie-Britannique,22-06-2020,2822,0,169,2822,152966,2471,87.56,30163,32,1.15,55.65,3.33,1,5.99,398,27,6.45,182,3.59,163,3.21,2,0.04
48,Alberta,Alberta,22-06-2020,7736,0,153,7736,351622,7041,91.02,80438,32,0.42,176.97,3.50,1,1.98,5670,23,7.01,542,12.40,534,12.22,4,0.09
47,Saskatchewan,Saskatchewan,22-06-2020,751,0,13,751,54068,643,85.62,46036,5,0.67,63.94,1.11,0,1.73,587,0,12.65,95,8.09,97,8.26,0,0.00
46,Manitoba,Manitoba,22-06-2020,303,11,7,314,57149,293,93.31,41731,1,0.32,22.93,0.51,0,2.23,302,0,4.46,14,1.02,14,1.02,0,0.00
35,Ontario,Ontario,22-06-2020,33637,0,2609,33637,1157497,28933,86.02,79463,161,0.48,230.92,17.91,3,7.76,21184,214,6.23,2095,14.38,2777,19.06,159,1.09
24,Quebec,Québec,22-06-2020,54835,0,5417,54835,551352,23506,42.87,64980,69,0.13,646.26,63.84,0,9.88,0,184,47.25,25912,305.39,1788,21.07,433,5.10
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-06-2020,261,0,3,261,16104,258,98.85,30878,0,0.00,50.04,0.58,0,1.15,144,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,22-06-2020,164,0,2,164,36534,135,82.32,47030,0,0.00,21.11,0.26,0,1.22,159,0,16.46,27,3.48,18,2.32,1,0.13
12,Nova Scotia,Nouvelle-Écosse,22-06-2020,1061,0,63,1061,52360,998,94.06,53902,0,0.00,109.22,6.49,1,5.94,131,0,0.00,0,0.00,2,0.21,2,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,22-06-2020,27,0,0,27,9909,27,100.00,63136,0,0.00,17.20,0.00,0,0.00,99,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,22-06-2020,11,0,0,11,1250,11,100.00,30597,0,0.00,26.93,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,22-06-2020,5,0,0,5,2239,5,100.00,49949,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,22-06-2020,0,0,0,0,992,0,N/A,25580,0,0.00,0.00,0.00,0,,3,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,22-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,22-06-2020,101626,11,8436,101637,2444118,64334,63.30,65022,300,0.30,270.39,22.44,6,8.30,28677,448,28.40,28867,76.80,5393,14.35,601,1.60
59,British Columbia,Colombie-Britannique,23-06-2020,2835,0,170,2835,155588,2491,87.87,30680,13,0.46,55.90,3.35,1,6.00,2622,20,6.14,174,3.43,166,3.27,3,0.06
48,Alberta,Alberta,23-06-2020,7781,0,153,7781,357139,7096,91.20,81701,45,0.58,178.00,3.50,0,1.97,5517,55,6.84,532,12.17,552,12.63,2,0.05
47,Saskatchewan,Saskatchewan,23-06-2020,753,0,13,753,54431,642,85.26,46345,2,0.27,64.11,1.11,0,1.73,363,-1,13.01,98,8.34,97,8.26,0,0.00
46,Manitoba,Manitoba,23-06-2020,303,11,7,314,57784,293,93.31,42195,0,0.00,22.93,0.51,0,2.23,635,0,4.46,14,1.02,14,1.02,0,0.00
35,Ontario,Ontario,23-06-2020,33853,0,2619,33853,1173157,29107,85.98,80538,216,0.64,232.40,17.98,10,7.74,15660,174,6.28,2127,14.60,2763,18.97,155,1.06
24,Quebec,Québec,23-06-2020,54884,0,5424,54884,564464,23620,43.04,66525,49,0.09,646.84,63.92,7,9.88,13112,114,47.08,25840,304.54,1699,20.02,395,4.66
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-06-2020,261,0,3,261,16348,258,98.85,31346,0,0.00,50.04,0.58,0,1.15,244,0,0.00,0,0.00,0,0.00,0,0.00
13,New Brunswick,Nouveau-Brunswick,23-06-2020,165,0,2,165,36714,143,86.67,47261,1,0.61,21.24,0.26,0,1.21,180,8,12.12,20,2.57,18,2.32,1,0.13
12,Nova Scotia,Nouvelle-Écosse,23-06-2020,1061,0,63,1061,52649,998,94.06,54199,0,0.00,109.22,6.49,0,5.94,289,0,0.00,0,0.00,1,0.10,1,0.10
11,Prince Edward Island,Île-du-Prince-Édouard,23-06-2020,27,0,0,27,10026,27,100.00,63881,0,0.00,17.20,0.00,0,0.00,117,0,0.00,0,0.00,0,0.00,0,0.00
60,Yukon,Yukon,23-06-2020,11,0,0,11,1259,11,100.00,30817,0,0.00,26.93,0.00,0,0.00,9,0,0.00,0,0.00,0,0.00,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,23-06-2020,5,0,0,5,2239,5,100.00,49949,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,23-06-2020,0,0,0,0,995,0,N/A,25658,0,0.00,0.00,0.00,0,,3,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,23-06-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,0,,,,0,,0,
1,Canada,Canada,23-06-2020,101952,11,8454,101963,2482869,64704,63.46,66053,326,0.32,271.26,22.49,18,8.29,38751,370,28.25,28805,76.63,5310,14.13,557,1.48
59,British Columbia,Colombie-Britannique,24-06-2020,2849,0,171,2849,156737,2516,88.31,30906,14,0.49,56.18,3.37,1,6.00,1149,25,5.69,162,3.19,169,3.33,4,0.08
48,Alberta,Alberta,24-06-2020,7825,0,153,7825,362699,7134,91.17,82972,44,0.57,179.01,3.50,0,1.96,5560,38,6.88,538,12.31,549,12.56,2,0.05
47,Saskatchewan,Saskatchewan,24-06-2020,757,0,13,757,54933,643,84.94,46773,4,0.53,64.46,1.11,0,1.72,502,1,13.34,101,8.60,99,8.43,0,0.00
46,Manitoba,Manitoba,24-06-2020,304,11,7,315,58358,293,93.02,42614,1,0.32,23.00,0.51,0,2.22,574,0,4.76,15,1.10,15,1.10,0,0.00
35,Ontario,Ontario,24-06-2020,34016,0,2631,34016,1195605,29336,86.24,82079,163,0.48,233.52,18.06,12,7.73,22448,229,6.02,2049,14.07,2675,18.36,156,1.07
